crashid,state,month,year,dayweek,time,crashtype,numberfatalities,businvolvement,heavyrigidtruckinvolvement,articulatedtruckinvolvement,speedlimit,nationalremotenessareas,sa4name2016,nationallganame2017,nationalroadtype,christmasperiod,easterperiod,dayofweek,timeofday
20201129,NSW,9,2020,Thursday,15.55,Single,1,No,No,No,70,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,Weekday,Day
20203020,Qld,9,2020,Tuesday,9.00,Multiple,1,Yes,No,No,60,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Sub-arterial Road,No,No,Weekday,Day
20204036,SA,9,2020,Monday,10.10,Multiple,1,No,No,No,100,Major Cities of Australia,Adelaide - North,Light (RegC),Collector Road,No,No,Weekday,Day
20201145,NSW,9,2020,Tuesday,17.20,Multiple,1,Yes,No,No,40,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road,No,No,Weekday,Day
20201051,NSW,9,2020,Monday,10.30,Multiple,1,No,No,No,80,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Local Road,No,No,Weekday,Day
20205052,WA,8,2020,Sunday,11.20,Single,1,No,No,No,110,,,,,No,No,Weekend,Day
20201201,NSW,8,2020,Wednesday,14.00,Multiple,2,No,No,No,50,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road,No,No,Weekday,Day
20203013,Qld,8,2020,Sunday,11.00,Single,1,No,No,No,100,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),National or State Highway,No,No,Weekend,Day
20202123,Vic,8,2020,Saturday,9.55,Multiple,1,No,No,No,100,Inner Regional Australia,Ballarat,Hepburn (S),National or State Highway,No,No,Weekend,Day
20203043,Qld,8,2020,Sunday,13.00,Multiple,1,No,No,No,100,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-arterial Road,No,No,Weekend,Day
20207006,NT,8,2020,Saturday,17.00,Single,2,No,No,No,130,Very Remote Australia,Northern Territory - Outback,Barkly (R),National or State Highway,No,No,Weekend,Day
20201062,NSW,8,2020,Monday,5.15,Single,1,No,No,No,100,Inner Regional Australia,Central West,Lithgow,National or State Highway,No,No,Weekend,Night
20206016,Tas,8,2020,Saturday,14.30,Multiple,2,No,No,No,100,Inner Regional Australia,Launceston and North East,West Tamar (M),Collector Road,No,No,Weekend,Day
20201126,NSW,8,2020,Saturday,8.35,Multiple,1,No,No,Yes,100,Inner Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,Weekend,Day
20201179,NSW,8,2020,Saturday,17.30,Single,2,No,No,No,100,Outer Regional Australia,Riverina,Griffith,Access road,No,No,Weekend,Day
20205078,WA,8,2020,Sunday,15.53,Single,1,No,No,No,80,,,,,No,No,Weekend,Day
20203183,Qld,8,2020,Sunday,10.00,Multiple,1,No,No,No,80,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,Weekend,Day
20207011,NT,8,2020,Saturday,22.00,Single,1,No,No,No,110,Very Remote Australia,Northern Territory - Outback,MacDonnell (R),Access road,No,No,Weekend,Night
20205051,WA,8,2020,Friday,7.32,Single,1,No,No,No,110,,,,,No,No,Weekday,Day
20205081,WA,8,2020,Tuesday,17.00,Multiple,1,No,No,No,80,,,,,No,No,Weekday,Day
20205057,WA,8,2020,Thursday,15.35,Multiple,1,No,Yes,Yes,100,,,,,No,No,Weekday,Day
20203049,Qld,8,2020,Thursday,12.00,Multiple,2,No,No,Yes,80,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Undetermined,No,No,Weekday,Day
20203095,Qld,8,2020,Friday,11.00,Multiple,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-arterial Road,No,No,Weekday,Day
20203142,Qld,8,2020,Wednesday,15.00,Single,1,No,No,No,80,Outer Regional Australia,Cairns,Cairns (R),National or State Highway,No,No,Weekday,Day
20201139,NSW,8,2020,Tuesday,10.30,Single,1,Yes,No,No,100,Inner Regional Australia,Central West,Cabonne,Arterial Road,No,No,Weekday,Day
20201125,NSW,8,2020,Friday,6.40,Multiple,1,No,Yes,No,60,Major Cities of Australia,Sydney - City and Inner South,Bayside,National or State Highway,No,No,Weekday,Day
20203055,Qld,8,2020,Wednesday,13.00,Single,1,No,No,No,100,Inner Regional Australia,Wide Bay,Gympie (R),Sub-arterial Road,No,No,Weekday,Day
20205059,WA,8,2020,Wednesday,14.35,Single,1,No,No,No,-9,,,,,No,No,Weekday,Day
20204031,SA,8,2020,Friday,14.38,Multiple,2,No,Yes,No,100,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No,Weekday,Day
20202149,Vic,8,2020,Monday,10.15,Multiple,1,No,No,No,100,Inner Regional Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,Weekday,Day
20201036,NSW,8,2020,Wednesday,15.50,Multiple,1,No,No,No,100,Outer Regional Australia,New England and North West,Inverell,Arterial Road,No,No,Weekday,Day
20203042,Qld,8,2020,Tuesday,14.00,Multiple,1,No,Yes,No,80,Inner Regional Australia,Wide Bay,Fraser Coast (R),National or State Highway,No,No,Weekday,Day
20202143,Vic,8,2020,Friday,14.00,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Kingston (C) (Vic.),Arterial Road,No,No,Weekday,Day
20201190,NSW,8,2020,Friday,6.20,Single,1,No,No,No,80,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road,No,No,Weekday,Day
20201116,NSW,8,2020,Wednesday,11.45,Single,1,No,No,No,100,Inner Regional Australia,New England and North West,Armidale Regional,Local Road,No,No,Weekday,Day
20205016,WA,8,2020,Thursday,10.45,Multiple,1,No,Yes,No,90,,,,,No,No,Weekday,Day
20201123,NSW,8,2020,Friday,6.00,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,No,No,Weekday,Day
20202167,Vic,8,2020,Friday,15.10,Single,1,No,No,No,80,Inner Regional Australia,Ballarat,Moorabool (S),Access road,No,No,Weekday,Day
20202110,Vic,8,2020,Saturday,13.40,Single,1,No,No,No,60,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Local Road,No,No,Weekend,Day
20202071,Vic,8,2020,Saturday,12.40,Single,1,No,No,No,50,Major Cities of Australia,Mornington Peninsula,Frankston (C),Local Road,No,No,Weekend,Day
20201010,NSW,8,2020,Monday,9.20,Single,1,No,No,No,100,Major Cities of Australia,Sydney - Ryde,Hornsby,National or State Highway,No,No,Weekday,Day
20201185,NSW,8,2020,Monday,16.20,Multiple,1,No,No,No,60,Inner Regional Australia,Riverina,Wagga Wagga,Local Road,No,No,Weekday,Day
20205002,WA,8,2020,Friday,22.32,Single,1,No,No,No,70,,,,,No,No,Weekend,Night
20201223,NSW,8,2020,Saturday,2.12,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,No,Weekend,Night
20202099,Vic,8,2020,Sunday,18.12,Single,1,No,No,No,60,Major Cities of Australia,Geelong,Greater Geelong (C),Sub-arterial Road,No,No,Weekend,Night
20203135,Qld,8,2020,Sunday,9.00,Multiple,1,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Collector Road,No,No,Weekend,Day
20203138,Qld,8,2020,Sunday,1.00,Single,1,No,No,No,50,Inner Regional Australia,Wide Bay,Gympie (R),Access road,No,No,Weekend,Night
20203114,Qld,8,2020,Sunday,15.00,Multiple,3,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast (C),Collector Road,No,No,Weekend,Day
20201081,NSW,8,2020,Saturday,16.33,Multiple,1,No,No,No,70,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Collector Road,No,No,Weekend,Day
20201138,NSW,8,2020,Saturday,2.00,Multiple,1,No,No,No,50,Outer Regional Australia,Murray,Hay,Local Road,No,No,Weekend,Night
20203154,Qld,8,2020,Saturday,12.00,Single,1,No,No,No,100,Inner Regional Australia,Logan - Beaudesert,Scenic Rim (R),Sub-arterial Road,No,No,Weekend,Day
20203031,Qld,8,2020,Saturday,18.00,Single,1,No,No,No,60,Major Cities of Australia,Brisbane - East,Brisbane (C),Sub-arterial Road,No,No,Weekend,Night
20203130,Qld,8,2020,Saturday,3.00,Single,1,No,No,No,80,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,Weekend,Night
20202036,Vic,8,2020,Saturday,13.40,Single,1,No,No,No,100,Inner Regional Australia,Hume,Indigo (S),Access road,No,No,Weekend,Day
20202004,Vic,8,2020,Saturday,15.30,Single,1,No,No,No,110,Inner Regional Australia,Ballarat,Ballarat (C),National or State Highway,No,No,Weekend,Day
20206026,Tas,8,2020,Saturday,11.25,Multiple,1,No,No,No,80,Outer Regional Australia,South East,Huon Valley (M),National or State Highway,No,No,Weekend,Day
20202049,Vic,8,2020,Monday,5.44,Single,1,No,No,No,50,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Collector Road,No,No,Weekend,Night
20202168,Vic,8,2020,Sunday,11.55,Single,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),National or State Highway,No,No,Weekend,Day
20203180,Qld,8,2020,Sunday,8.00,Single,1,No,No,No,50,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No,Weekend,Day
20203141,Qld,8,2020,Saturday,10.00,Multiple,1,No,No,No,90,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),National or State Highway,No,No,Weekend,Day
20202005,Vic,8,2020,Saturday,13.18,Multiple,1,No,No,No,60,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,Weekend,Day
20206006,Tas,8,2020,Sunday,0.40,Multiple,1,No,No,No,60,Inner Regional Australia,Launceston and North East,Launceston (C),Local Road,No,No,Weekend,Night
20201027,NSW,8,2020,Saturday,10.00,Single,1,No,No,No,80,Outer Regional Australia,Mid North Coast,Kempsey,Sub-arterial Road,No,No,Weekend,Day
20201192,NSW,8,2020,Saturday,18.16,Single,1,No,No,Yes,60,Inner Regional Australia,Illawarra,Wollondilly,Local Road,No,No,Weekend,Night
20201163,NSW,8,2020,Sunday,11.35,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - Blacktown,Blacktown,Local Road,No,No,Weekend,Day
20207005,NT,8,2020,Sunday,16.15,Single,1,No,No,No,100,Very Remote Australia,Northern Territory - Outback,West Arnhem (R),Sub-arterial Road,No,No,Weekend,Day
20205040,WA,8,2020,Wednesday,0.01,Single,2,No,No,No,110,,,,,No,No,Weekday,Night
20205071,WA,8,2020,Thursday,21.55,Single,1,No,No,No,90,,,,,No,No,Weekday,Night
20203165,Qld,8,2020,Thursday,19.00,Single,1,No,No,No,60,Inner Regional Australia,Wide Bay,Gympie (R),Collector Road,No,No,Weekday,Night
20203077,Qld,8,2020,Wednesday,0.00,Single,2,No,No,No,80,Inner Regional Australia,Central Queensland,Gladstone (R),Sub-arterial Road,No,No,Weekday,Night
20203033,Qld,8,2020,Tuesday,19.00,Single,1,No,No,No,70,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Collector Road,No,No,Weekday,Night
20203044,Qld,8,2020,Monday,22.00,Single,1,No,No,No,110,Inner Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,Weekday,Night
20207007,NT,8,2020,Tuesday,4.00,Single,1,No,No,No,130,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),National or State Highway,No,No,Weekday,Night
20204063,SA,8,2020,Tuesday,19.23,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Marion (C),Sub-arterial Road,No,No,Weekday,Night
20204040,SA,8,2020,Wednesday,18.25,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Holdfast Bay (C),Arterial Road,No,No,Weekday,Night
20201146,NSW,8,2020,Thursday,18.05,Single,1,No,No,No,50,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,Weekday,Night
20202059,Vic,8,2020,Thursday,5.34,Single,1,No,No,No,60,Inner Regional Australia,Shepparton,Greater Shepparton (C),National or State Highway,No,No,Weekday,Night
20201108,NSW,8,2020,Tuesday,23.25,Multiple,1,No,No,No,100,Major Cities of Australia,Richmond - Tweed,Tweed,National or State Highway,No,No,Weekday,Night
20201055,NSW,8,2020,Monday,18.15,Multiple,1,No,No,No,80,Inner Regional Australia,Capital Region,Yass Valley,Arterial Road,No,No,Weekday,Night
20201184,NSW,8,2020,Monday,18.40,Multiple,1,No,No,No,70,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Arterial Road,No,No,Weekday,Night
20202051,Vic,8,2020,Wednesday,18.25,Multiple,1,No,No,No,50,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Local Road,No,No,Weekday,Night
20202102,Vic,8,2020,Thursday,2.31,Single,1,No,No,No,-9,Major Cities of Australia,Melbourne - Outer East,Whitehorse (C),Arterial Road,No,No,Weekday,Night
20201157,NSW,8,2020,Friday,0.10,Single,1,No,No,No,60,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway,No,No,Weekday,Night
20202101,Vic,8,2020,Wednesday,4.27,Single,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),National or State Highway,No,No,Weekday,Night
20203167,Qld,8,2020,Monday,20.00,Single,1,No,No,No,100,Outer Regional Australia,Townsville,Charters Towers (R),National or State Highway,No,No,Weekday,Night
20203082,Qld,8,2020,Tuesday,22.00,Single,1,No,No,No,100,Remote Australia,Central Queensland,Central Highlands (R) (Qld),National or State Highway,No,No,Weekday,Night
20205041,WA,8,2020,Friday,8.59,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
20201053,NSW,8,2020,Sunday,16.13,Multiple,2,No,No,Yes,100,Inner Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,Weekend,Day
20205073,WA,8,2020,Friday,9.20,Multiple,1,No,No,No,110,,,,,No,No,Weekday,Day
20201002,NSW,8,2020,Thursday,7.10,Multiple,1,No,No,No,70,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway,No,No,Weekday,Day
20204014,SA,8,2020,Friday,17.06,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Gawler (T),Local Road,No,No,Weekday,Day
20206019,Tas,8,2020,Thursday,8.40,Multiple,2,Yes,No,No,90,Inner Regional Australia,Hobart,Kingborough (M),Arterial Road,No,No,Weekday,Day
20202010,Vic,8,2020,Tuesday,8.40,Single,1,No,No,No,100,Inner Regional Australia,Hume,Alpine (S),National or State Highway,No,No,Weekday,Day
20201029,NSW,8,2020,Monday,12.55,Single,1,No,No,No,90,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road,No,No,Weekday,Day
20202145,Vic,8,2020,Tuesday,17.53,Multiple,1,No,No,No,100,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No,Weekday,Day
20206020,Tas,7,2020,Saturday,14.10,Multiple,1,No,No,No,40,Remote Australia,West and North West,Circular Head (M),Undetermined,No,No,Weekend,Day
20201133,NSW,7,2020,Sunday,12.00,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Tenterfield,National or State Highway,No,No,Weekend,Day
20205034,WA,7,2020,Wednesday,19.37,Multiple,1,No,No,No,-9,,,,,No,No,Weekday,Night
20205077,WA,7,2020,Wednesday,12.15,Multiple,1,No,No,Yes,70,,,,,No,No,Weekday,Day
20205108,WA,7,2020,Wednesday,8.30,Multiple,1,No,Yes,No,50,,,,,No,No,Weekday,Day
20205086,WA,7,2020,Monday,11.54,Multiple,1,No,No,No,100,,,,,No,No,Weekday,Day
20203174,Qld,7,2020,Friday,8.00,Multiple,1,No,No,No,100,Inner Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,Weekday,Day
20203129,Qld,7,2020,Thursday,11.00,Single,1,No,No,No,50,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,Weekday,Day
20203109,Qld,7,2020,Friday,17.00,Multiple,1,No,No,Yes,110,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi (R),National or State Highway,No,No,Weekday,Day
20202096,Vic,7,2020,Thursday,8.10,Single,1,No,No,No,100,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National or State Highway,No,No,Weekday,Day
20204001,SA,7,2020,Wednesday,11.40,Single,1,No,No,No,100,Outer Regional Australia,South Australia - Outback,Whyalla (C),Local Road,No,No,Weekday,Day
20204033,SA,7,2020,Tuesday,9.20,Multiple,1,No,No,No,110,Remote Australia,South Australia - Outback,Cleve (DC),Arterial Road,No,No,Weekday,Day
20202147,Vic,7,2020,Thursday,10.40,Multiple,1,No,No,No,100,Outer Regional Australia,Warrnambool and South West,Corangamite (S),National or State Highway,No,No,Weekday,Day
20201172,NSW,7,2020,Tuesday,7.20,Multiple,1,No,No,No,100,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road,No,No,Weekday,Day
20201204,NSW,7,2020,Monday,16.50,Multiple,1,No,Yes,No,100,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,National or State Highway,No,No,Weekday,Day
20201089,NSW,7,2020,Friday,16.00,Single,1,No,No,No,100,Inner Regional Australia,New England and North West,Tamworth Regional,Local Road,No,No,Weekday,Day
20204065,SA,7,2020,Wednesday,8.44,Multiple,1,No,Yes,No,60,Major Cities of Australia,Adelaide - North,Salisbury (C),Local Road,No,No,Weekday,Day
20203002,Qld,7,2020,Tuesday,17.00,Single,1,No,No,No,60,Inner Regional Australia,Gold Coast,Gold Coast (C),Local Road,No,No,Weekday,Day
20203108,Qld,7,2020,Friday,13.00,Single,1,No,No,No,50,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,Weekday,Day
20204061,SA,7,2020,Wednesday,10.43,Multiple,1,No,Yes,No,110,Inner Regional Australia,Barossa - Yorke - Mid North,Light (RegC),National or State Highway,No,No,Weekday,Day
20201229,NSW,7,2020,Monday,15.20,Single,1,No,Yes,No,100,Outer Regional Australia,Murray,Federation,Sub-arterial Road,No,No,Weekday,Day
20201022,NSW,7,2020,Wednesday,12.13,Single,1,No,No,Yes,100,Outer Regional Australia,Richmond - Tweed,Kyogle,Arterial Road,No,No,Weekday,Day
20203123,Qld,7,2020,Monday,14.00,Single,1,No,No,Yes,100,Remote Australia,Central Queensland,Banana (S),National or State Highway,No,No,Weekday,Day
20203176,Qld,7,2020,Tuesday,15.00,Multiple,1,No,Yes,No,80,Major Cities of Australia,Brisbane - East,Redland (C),Sub-arterial Road,No,No,Weekday,Day
20202116,Vic,7,2020,Friday,12.24,Single,1,No,No,No,100,Inner Regional Australia,Hume,Mitchell (S),Sub-arterial Road,No,No,Weekday,Day
20206021,Tas,7,2020,Tuesday,15.30,Multiple,1,No,Yes,No,70,Inner Regional Australia,Hobart,Brighton (M),Arterial Road,No,No,Weekday,Day
20201006,NSW,7,2020,Tuesday,11.40,Single,1,No,No,No,80,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road,No,No,Weekday,Day
20203075,Qld,7,2020,Monday,7.00,Single,1,No,No,No,100,Remote Australia,Darling Downs - Maranoa,Balonne (S),Collector Road,No,No,Weekday,Day
20203012,Qld,7,2020,Tuesday,6.00,Multiple,1,No,No,No,50,Major Cities of Australia,Brisbane - South,Brisbane (C),Local Road,No,No,Weekday,Day
20201241,NSW,7,2020,Wednesday,15.05,Single,1,Yes,No,No,40,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Local Road,No,No,Weekday,Day
20205055,WA,7,2020,Friday,23.41,Single,1,No,No,No,70,,,,,No,No,Weekend,Night
20201182,NSW,7,2020,Monday,16.50,Single,1,No,No,No,40,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road,No,No,Weekday,Day
20201188,NSW,7,2020,Friday,15.00,Multiple,1,No,Yes,Yes,110,Major Cities of Australia,Sydney - Outer South West,Wollondilly,Local Road,No,No,Weekday,Day
20205102,WA,7,2020,Saturday,15.30,Single,1,No,No,No,90,,,,,No,No,Weekend,Day
20203079,Qld,7,2020,Saturday,10.00,Single,1,No,No,No,80,Very Remote Australia,Queensland - Outback,Mareeba (S),Local Road,No,No,Weekend,Day
20201058,NSW,7,2020,Saturday,15.35,Single,1,No,No,No,100,Outer Regional Australia,Central West,Cabonne,Arterial Road,No,No,Weekend,Day
20202142,Vic,7,2020,Friday,19.15,Single,1,No,No,No,50,Major Cities of Australia,Geelong,Greater Geelong (C),Local Road,No,No,Weekend,Night
20203071,Qld,7,2020,Sunday,19.00,Multiple,1,Yes,No,No,60,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Sub-arterial Road,No,No,Weekend,Night
20201047,NSW,7,2020,Friday,18.05,Multiple,1,No,Yes,No,100,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,Weekend,Night
20204008,SA,7,2020,Sunday,16.38,Single,1,No,No,No,90,Major Cities of Australia,Adelaide - North,Salisbury (C),National or State Highway,No,No,Weekend,Day
20203186,Qld,7,2020,Saturday,3.00,Single,1,No,No,No,100,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,Weekend,Night
20205104,WA,7,2020,Sunday,8.00,Single,1,No,No,No,110,,,,,No,No,Weekend,Day
20204009,SA,7,2020,Sunday,18.50,Multiple,1,No,No,Yes,110,Outer Regional Australia,South Australia - South East,Mid Murray (DC),National or State Highway,No,No,Weekend,Night
20201240,NSW,7,2020,Saturday,15.20,Single,2,No,No,No,100,Outer Regional Australia,Far West and Orana,Warrumbungle,National or State Highway,No,No,Weekend,Day
20201213,NSW,7,2020,Saturday,23.10,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Local Road,No,No,Weekend,Night
20201118,NSW,7,2020,Sunday,2.20,Single,1,No,No,No,60,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,Weekend,Night
20201224,NSW,7,2020,Saturday,13.30,Multiple,2,No,No,No,50,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road,No,No,Weekend,Day
20203083,Qld,7,2020,Sunday,19.00,Single,1,No,No,No,100,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),Local Road,No,No,Weekend,Night
