Crash ID,Road User,Gender,Age,Age Group
20142068,Passenger,Male,29,26_to_39
20141285,Driver,Male,72,65_to_74
20143125,Motorcycle pillion passenger,Male,18,17_to_25
20143065,Driver,Male,36,26_to_39
20141099,Driver,Male,62,40_to_64
20135075,Pedal cyclist,Male,5,0_to_16
20131124,Passenger,Female,25,17_to_25
20134011,Driver,Female,18,17_to_25
20131289,Passenger,Male,20,17_to_25
20132110,Motorcycle pillion passenger,Male,21,17_to_25
20133088,Motorcycle rider,Male,34,26_to_39
20136003,Motorcycle pillion passenger,Male,31,26_to_39
20136003,Motorcycle rider,Male,29,26_to_39
20132110,Motorcycle rider,Male,28,26_to_39
20132199,Motorcycle rider,Male,35,26_to_39
20135130,Motorcycle rider,Male,47,40_to_64
20131079,Motorcycle pillion passenger,Male,43,40_to_64
20135038,Motorcycle rider,Male,46,40_to_64
20135024,Passenger,Female,13,0_to_16
20133017,Driver,Female,75,75_or_older
20137007,Motorcycle rider,Male,24,17_to_25
20132160,Driver,Male,33,26_to_39
20131055,Driver,Female,38,26_to_39
20131273,Driver,Male,27,26_to_39
20131014,Driver,Male,32,26_to_39
20134018,Driver,Male,42,40_to_64
20132175,Driver,Male,61,40_to_64
20132160,Driver,Male,47,40_to_64
20134073,Driver,Male,40,40_to_64
20131108,Motorcycle rider,Male,59,40_to_64
20131274,Motorcycle rider,Male,18,17_to_25
20133078,Driver,Female,20,17_to_25
20135043,Motorcycle pillion passenger,Male,20,17_to_25
20136008,Pedal cyclist,Male,21,17_to_25
20131094,Motorcycle rider,Male,50,40_to_64
20136002,Motorcycle rider,Male,58,40_to_64
20136017,Motorcycle rider,Male,47,40_to_64
20133200,Motorcycle rider,Male,54,40_to_64
20133047,Driver,Male,58,40_to_64
20133073,Motorcycle rider,Male,69,65_to_74
20134024,Driver,Male,68,65_to_74
20133049,Driver,Female,52,40_to_64
20131102,Driver,Male,84,75_or_older
20132142,Driver,Female,77,75_or_older
20131192,Passenger,Female,94,75_or_older
20132040,Driver,Male,84,75_or_older
20132056,Driver,Male,90,75_or_older
20131186,Pedestrian,Male,27,26_to_39
20131063,Passenger,Female,9,0_to_16
20131311,Driver,Male,23,17_to_25
20135084,Passenger,Male,20,17_to_25
20133051,Driver,Male,25,17_to_25
20131078,Driver,Female,18,17_to_25
20136020,Passenger,Female,18,17_to_25
20132140,Passenger,Female,22,17_to_25
20133084,Driver,Female,19,17_to_25
20133219,Passenger,Male,39,26_to_39
20132115,Driver,Male,34,26_to_39
20131239,Passenger,Male,31,26_to_39
20131239,Passenger,Male,28,26_to_39
20135091,Passenger,Female,31,26_to_39
20132176,Motorcycle rider,Male,32,26_to_39
20132115,Passenger,Male,42,40_to_64
20132070,Driver,Male,56,40_to_64
20133196,Driver,Male,63,40_to_64
20131239,Passenger,Male,45,40_to_64
20135004,Motorcycle rider,Male,62,40_to_64
20134039,Driver,Male,45,40_to_64
20132089,Driver,Male,52,40_to_64
20131309,Driver,Male,58,40_to_64
20132202,Motorcycle rider,Male,59,40_to_64
20133059,Driver,Male,58,40_to_64
20132067,Driver,Female,55,40_to_64
20132140,Passenger,Female,63,40_to_64
20134012,Pedal cyclist,Female,48,40_to_64
20132218,Driver,Male,74,65_to_74
20132218,Passenger,Female,73,65_to_74
20132143,Driver,Male,68,65_to_74
20131204,Motorcycle rider,Male,65,65_to_74
20131182,Motorcycle rider,Male,66,65_to_74
20135012,Pedal cyclist,Male,74,65_to_74
20132191,Driver,Female,21,17_to_25
20133002,Motorcycle rider,Male,73,65_to_74
20132100,Passenger,Female,69,65_to_74
20132189,Pedestrian,Female,32,26_to_39
20133113,Pedestrian,Male,90,75_or_older
20132058,Pedestrian,Female,66,65_to_74
20131141,Pedestrian,Male,17,17_to_25
20131260,Pedestrian,Male,65,65_to_74
20133184,Pedestrian,Male,92,75_or_older
20135056,Pedestrian,Male,82,75_or_older
20133011,Pedestrian,Female,32,26_to_39
20137016,Pedestrian,Male,55,40_to_64
20132044,Pedestrian,Male,62,40_to_64
20132211,Pedestrian,Male,74,65_to_74
20135007,Pedestrian,Female,51,40_to_64
20135065,Pedestrian,Male,78,75_or_older
20132081,Pedestrian,Male,20,17_to_25
20131312,Pedestrian,Male,6,0_to_16
20135076,Passenger,Male,17,17_to_25
20135111,Pedestrian,Male,77,75_or_older
20132024,Driver,Male,54,40_to_64
20138003,Motorcycle rider,Male,22,17_to_25
20131099,Passenger,Male,22,17_to_25
20131099,Passenger,Male,31,26_to_39
20131058,Driver,Male,23,17_to_25
20136035,Driver,Male,92,75_or_older
20133107,Driver,Male,46,40_to_64
20131226,Motorcycle rider,Male,67,65_to_74
20133197,Pedal cyclist,Male,7,0_to_16
20133215,Pedal cyclist,Male,8,0_to_16
20132068,Driver,Male,28,26_to_39
20135032,Passenger,Female,73,65_to_74
20134050,Passenger,Male,22,17_to_25
20133156,Driver,Male,24,17_to_25
20133141,Driver,Male,22,17_to_25
20133141,Passenger,Male,25,17_to_25
20133201,Driver,Female,17,17_to_25
20131314,Passenger,Male,18,17_to_25
20136010,Passenger,Male,19,17_to_25
20131027,Driver,Male,20,17_to_25
20132107,Passenger,Female,79,75_or_older
20132107,Driver,Male,79,75_or_older
20131307,Driver,Female,17,17_to_25
20135029,Driver,Male,26,26_to_39
20131070,Driver,Male,78,75_or_older
20133208,Driver,Male,31,26_to_39
20137031,Passenger,Female,28,26_to_39
20135034,Driver,Male,53,40_to_64
20133090,Driver,Male,50,40_to_64
20133105,Driver,Male,49,40_to_64
20134041,Driver,Male,56,40_to_64
20133199,Driver,Female,21,17_to_25
20132210,Driver,Male,23,17_to_25
20135140,Passenger,Female,30,26_to_39
20135018,Driver,Male,34,26_to_39
20132224,Driver,Male,37,26_to_39
20133120,Driver,Male,34,26_to_39
20132046,Pedal cyclist,Male,53,40_to_64
20131039,Driver,Male,44,40_to_64
20133234,Driver,Male,56,40_to_64
20131302,Driver,Male,54,40_to_64
20132174,Passenger,Male,58,40_to_64
20132131,Driver,Male,90,75_or_older
20131001,Driver,Male,88,75_or_older
20134025,Passenger,Male,23,17_to_25
20136024,Motorcycle rider,Male,76,75_or_older
20135066,Motorcycle rider,Male,24,17_to_25
20131068,Motorcycle rider,Male,19,17_to_25
20136032,Motorcycle rider,Male,38,26_to_39
20132127,Driver,Male,27,26_to_39
20133040,Passenger,Female,30,26_to_39
20135067,Driver,Male,39,26_to_39
20132055,Passenger,Female,54,40_to_64
20137022,Driver,Male,43,40_to_64
20132094,Motorcycle rider,Male,57,40_to_64
20131084,Motorcycle rider,Male,57,40_to_64
20134070,Driver,Male,60,40_to_64
20131005,Driver,Male,57,40_to_64
20134005,Motorcycle rider,Male,43,40_to_64
20131231,Motorcycle rider,Male,44,40_to_64
20134088,Driver,Female,56,40_to_64
20134049,Motorcycle rider,Male,54,40_to_64
20131107,Motorcycle rider,Male,67,65_to_74
20131297,Driver,Male,65,65_to_74
20131030,Pedal cyclist,Male,44,40_to_64
20131155,Driver,Female,75,75_or_older
20132156,Driver,Female,89,75_or_older
20131042,Driver,Male,22,17_to_25
20131089,Driver,Female,29,26_to_39
20133014,Passenger,Male,9,0_to_16
20133014,Passenger,Male,15,0_to_16
20134034,Passenger,Female,4,0_to_16
20132147,Passenger,Female,7,0_to_16
20132082,Driver,Female,18,17_to_25
20131128,Driver,Male,39,26_to_39
20132212,Motorcycle rider,Male,29,26_to_39
20136005,Driver,Male,37,26_to_39
20131280,Motorcycle rider,Female,37,26_to_39
20131038,Pedal cyclist,Female,40,40_to_64
20132125,Driver,Male,57,40_to_64
20134065,Driver,Male,43,40_to_64
20132108,Motorcycle rider,Male,48,40_to_64
20133205,Driver,Male,41,40_to_64
20131175,Driver,Female,64,40_to_64
20131188,Driver,Male,63,40_to_64
20133212,Pedal cyclist,Male,54,40_to_64
20131034,Driver,Female,64,40_to_64
20131169,Driver,Female,54,40_to_64
20131295,Passenger,Male,60,40_to_64
20132147,Passenger,Female,45,40_to_64
20131144,Driver,Female,49,40_to_64
20131144,Passenger,Male,57,40_to_64
20133239,Driver,Female,59,40_to_64
20131189,Driver,Female,42,40_to_64
20136031,Driver,Female,68,65_to_74
20132079,Driver,Male,49,40_to_64
20136011,Driver,Male,65,65_to_74
20131291,Motorcycle rider,Male,59,40_to_64
20135116,Driver,Female,69,65_to_74
20132205,Driver,Female,70,65_to_74
20133068,Driver,Male,55,40_to_64
20131310,Driver,Male,89,75_or_older
20135064,Pedestrian,Female,50,40_to_64
20135078,Pedestrian,Male,45,40_to_64
20132073,Pedestrian,Male,66,65_to_74
20131120,Pedestrian,Male,89,75_or_older
20135093,Pedestrian,Male,87,75_or_older
20132023,Pedestrian,Male,82,75_or_older
20135132,Driver,Male,73,65_to_74
20135033,Pedestrian,Male,40,40_to_64
20131133,Pedestrian,Female,59,40_to_64
20135055,Pedestrian,Female,20,17_to_25
20133192,Pedal cyclist,Male,74,65_to_74
20131198,Motorcycle rider,Male,72,65_to_74
20131300,Driver,Male,68,65_to_74
20133150,Driver,Male,43,40_to_64
20132053,Passenger,Female,91,75_or_older
20133165,Passenger,Male,0,0_to_16
20132148,Driver,Male,82,75_or_older
20133083,Passenger,Female,6,0_to_16
20135047,Passenger,Male,15,0_to_16
20131065,Driver,Male,25,17_to_25
20131167,Motorcycle rider,Male,31,26_to_39
20133242,Driver,Male,32,26_to_39
20131092,Motorcycle rider,Male,28,26_to_39
20137018,Pedal cyclist,Female,31,26_to_39
20135074,Driver,Male,30,26_to_39
20133163,Driver,Female,47,40_to_64
20131233,Driver,Male,49,40_to_64
20133230,Driver,Female,47,40_to_64
20131259,Motorcycle rider,Male,60,40_to_64
20131048,Motorcycle rider,Male,53,40_to_64
20135010,Pedal cyclist,Male,41,40_to_64
20131135,Driver,Male,25,17_to_25
20131286,Driver,Male,21,17_to_25
20135039,Pedal cyclist,Male,20,17_to_25
20131207,Driver,Male,33,26_to_39
20137027,Motorcycle rider,Male,28,26_to_39
20133221,Driver,Male,47,40_to_64
20131177,Driver,Male,62,40_to_64
20137011,Passenger,Male,42,40_to_64
20137011,Passenger,Male,61,40_to_64
20131206,Driver,Female,87,75_or_older
20132051,Driver,Male,78,75_or_older
20134068,Driver,Male,76,75_or_older
20135118,Driver,Male,79,75_or_older
20132011,Driver,Female,16,0_to_16
20137002,Motorcycle rider,Male,21,17_to_25
20132194,Driver,Male,24,17_to_25
20131147,Motorcycle rider,Male,17,17_to_25
20133127,Motorcycle rider,Male,39,26_to_39
20135062,Driver,Male,30,26_to_39
20132225,Pedal cyclist,Male,37,26_to_39
20131043,Driver,Male,36,26_to_39
20133025,Motorcycle rider,Male,56,40_to_64
20131028,Passenger,Male,45,40_to_64
20132042,Motorcycle rider,Male,60,40_to_64
20134079,Pedal cyclist,Male,69,65_to_74
20131304,Motorcycle rider,Male,65,65_to_74
20136018,Passenger,Male,73,65_to_74
20131028,Driver,Female,79,75_or_older
20133026,Driver,Female,88,75_or_older
20135071,Passenger,Male,22,17_to_25
20134090,Driver,Female,23,17_to_25
20131248,Motorcycle rider,Male,22,17_to_25
20131224,Passenger,Male,18,17_to_25
20131159,Driver,Female,22,17_to_25
20133050,Pedal cyclist,Female,31,26_to_39
20133220,Motorcycle rider,Male,27,26_to_39
20132167,Passenger,Female,43,40_to_64
20131036,Driver,Male,48,40_to_64
20133157,Passenger,Female,60,40_to_64
20131261,Driver,Male,59,40_to_64
20133094,Motorcycle rider,Male,46,40_to_64
20134031,Motorcycle rider,Male,60,40_to_64
20131255,Pedal cyclist,Male,45,40_to_64
20132153,Motorcycle rider,Male,53,40_to_64
20131158,Passenger,Male,59,40_to_64
20131091,Motorcycle rider,Male,42,40_to_64
20135068,Motorcycle rider,Male,45,40_to_64
20132190,Driver,Male,46,40_to_64
20133210,Passenger,Male,50,40_to_64
20133136,Pedal cyclist,Male,64,40_to_64
20132015,Motorcycle rider,Male,60,40_to_64
20135082,Driver,Male,65,65_to_74
20131220,Driver,Male,69,65_to_74
20131197,Passenger,Male,71,65_to_74
20131197,Driver,Male,73,65_to_74
20131278,Driver,Female,67,65_to_74
20132166,Driver,Male,85,75_or_older
20131029,Passenger,Female,99,75_or_older
20133169,Pedestrian,Male,28,26_to_39
20131196,Pedestrian,Male,39,26_to_39
20136012,Pedestrian,Male,65,65_to_74
20133100,Pedestrian,Female,73,65_to_74
20132041,Pedestrian,Female,91,75_or_older
20131082,Pedestrian,Male,88,75_or_older
20132209,Pedestrian,Male,78,75_or_older
20132161,Pedestrian,Female,92,75_or_older
20131170,Pedestrian,Male,75,75_or_older
20131237,Pedestrian,Male,4,0_to_16
20131097,Pedestrian,Male,55,40_to_64
20135117,Pedestrian,Male,47,40_to_64
20132157,Pedestrian,Male,69,65_to_74
20135021,Pedestrian,Female,40,40_to_64
20135021,Pedestrian,Female,40,40_to_64
20134009,Driver,Male,90,75_or_older
20131085,Motorcycle rider,Male,14,0_to_16
20133214,Passenger,Male,9,0_to_16
20134016,Passenger,Female,81,75_or_older
20131028,Passenger,Male,76,75_or_older
20132166,Passenger,Female,74,65_to_74
20131217,Driver,Male,43,40_to_64
20132181,Driver,Male,19,17_to_25
20133087,Driver,Male,19,17_to_25
20133202,Passenger,Male,24,17_to_25
20133128,Motorcycle rider,Male,26,26_to_39
20133013,Driver,Male,39,26_to_39
20136029,Driver,Male,27,26_to_39
20135119,Driver,Male,31,26_to_39
20131208,Motorcycle rider,Male,52,40_to_64
20133042,Motorcycle rider,Male,20,17_to_25
20131053,Driver,Male,21,17_to_25
20136006,Driver,Male,26,26_to_39
20132026,Driver,Male,30,26_to_39
20132043,Driver,Male,27,26_to_39
20135077,Driver,Female,38,26_to_39
20132187,Driver,Female,77,75_or_older
20137028,Driver,Female,23,17_to_25
20132151,Driver,Male,20,17_to_25
20133029,Motorcycle rider,Female,38,26_to_39
20133111,Motorcycle rider,Male,26,26_to_39
20132182,Motorcycle rider,Male,26,26_to_39
20132117,Driver,Female,33,26_to_39
20133193,Motorcycle rider,Male,39,26_to_39
20131187,Passenger,Male,37,26_to_39
20131161,Motorcycle rider,Male,38,26_to_39
20132099,Driver,Female,46,40_to_64
20135085,Driver,Male,56,40_to_64
20132019,Motorcycle rider,Male,40,40_to_64
20131179,Driver,Male,57,40_to_64
20135050,Driver,Male,45,40_to_64
20133246,Motorcycle rider,Male,41,40_to_64
20134022,Driver,Female,56,40_to_64
20131193,Motorcycle rider,Male,54,40_to_64
20135134,Motorcycle rider,Male,73,65_to_74
20138004,Driver,Female,88,75_or_older
20133060,Driver,Male,84,75_or_older
20133060,Passenger,Female,92,75_or_older
20133152,Driver,Male,80,75_or_older
20132120,Driver,Female,34,26_to_39
20131253,Motorcycle rider,Female,81,75_or_older
20132101,Passenger,Female,74,65_to_74
20133099,Passenger,Male,6,0_to_16
20135063,Passenger,Female,17,17_to_25
20135063,Driver,Male,18,17_to_25
20131066,Driver,Male,24,17_to_25
20131223,Driver,Female,20,17_to_25
20132213,Passenger,Female,19,17_to_25
20133092,Pedal cyclist,Male,32,26_to_39
20131052,Motorcycle rider,Male,38,26_to_39
20135057,Driver,Male,35,26_to_39
20135123,Motorcycle rider,Male,30,26_to_39
20132086,Motorcycle rider,Male,30,26_to_39
20133154,Motorcycle rider,Male,37,26_to_39
20133177,Driver,Male,47,40_to_64
20131105,Driver,Female,52,40_to_64
20135145,Driver,Male,53,40_to_64
20134059,Driver,Male,55,40_to_64
20132036,Driver,Male,40,40_to_64
20133229,Driver,Female,53,40_to_64
20133204,Driver,Male,58,40_to_64
20135101,Pedestrian,Male,42,40_to_64
20133152,Passenger,Female,72,65_to_74
20137003,Driver,Female,66,65_to_74
20132093,Passenger,Female,74,65_to_74
20133099,Driver,Female,37,26_to_39
20132101,Driver,Male,78,75_or_older
20132021,Pedestrian,Male,82,75_or_older
20133053,Pedestrian,Male,25,17_to_25
20135103,Pedestrian,Male,23,17_to_25
20131011,Pedestrian,Male,20,17_to_25
20131016,Pedestrian,Male,64,40_to_64
20134026,Pedestrian,Male,79,75_or_older
20135113,Pedestrian,Male,63,40_to_64
20133012,Pedestrian,Male,1,0_to_16
20133132,Driver,Male,22,17_to_25
20132158,Pedestrian,Male,59,40_to_64
20136007,Pedestrian,Male,96,75_or_older
20137004,Passenger,Female,10,0_to_16
20131212,Driver,Female,23,17_to_25
20137006,Driver,Male,74,65_to_74
20132220,Driver,Female,21,17_to_25
20133144,Pedal cyclist,Male,5,0_to_16
20133181,Passenger,Female,0,0_to_16
20131114,Driver,Female,53,40_to_64
20131296,Driver,Male,17,17_to_25
20133005,Driver,Male,17,17_to_25
20133036,Motorcycle rider,Male,25,17_to_25
20133187,Passenger,Male,17,17_to_25
20132061,Driver,Male,28,26_to_39
20132087,Motorcycle rider,Male,36,26_to_39
20133010,Driver,Male,38,26_to_39
20133103,Driver,Male,29,26_to_39
20131292,Motorcycle rider,Male,36,26_to_39
20132146,Driver,Male,30,26_to_39
20132028,Driver,Male,47,40_to_64
20135136,Driver,Male,53,40_to_64
20131151,Motorcycle rider,Male,54,40_to_64
20132204,Motorcycle rider,Male,48,40_to_64
20131131,Driver,Female,26,26_to_39
20133137,Driver,Female,34,26_to_39
20131313,Motorcycle rider,Male,32,26_to_39
20131017,Pedal cyclist,Male,27,26_to_39
20132169,Driver,Male,42,40_to_64
20131118,Driver,Female,57,40_to_64
20133077,Driver,Male,81,75_or_older
20132139,Driver,Female,27,26_to_39
20137012,Driver,Male,23,17_to_25
20133174,Driver,Male,19,17_to_25
20131236,Pedal cyclist,Male,35,26_to_39
20132003,Passenger,Male,31,26_to_39
20135121,Passenger,Female,29,26_to_39
20133162,Pedal cyclist,Male,40,40_to_64
20131020,Driver,Male,68,65_to_74
20132215,Passenger,Female,73,65_to_74
20134071,Driver,Male,70,65_to_74
20135146,Driver,Male,65,65_to_74
20134075,Driver,Female,81,75_or_older
20132152,Passenger,Female,85,75_or_older
20132009,Passenger,Female,95,75_or_older
20133028,Driver,Male,81,75_or_older
20133182,Passenger,Female,12,0_to_16
20133182,Driver,Female,15,0_to_16
20132136,Motorcycle rider,Male,15,0_to_16
20131251,Passenger,Female,19,17_to_25
20132034,Driver,Male,21,17_to_25
20133018,Passenger,Male,20,17_to_25
20131134,Driver,Female,26,26_to_39
20131251,Driver,Male,27,26_to_39
20131222,Driver,Male,27,26_to_39
20135005,Driver,Female,38,26_to_39
20133023,Driver,Male,26,26_to_39
20135129,Motorcycle rider,Male,35,26_to_39
20135079,Driver,Male,28,26_to_39
20133004,Motorcycle rider,Male,37,26_to_39
20135097,Motorcycle rider,Male,32,26_to_39
20131266,Motorcycle rider,Male,33,26_to_39
20131266,Motorcycle pillion passenger,Female,33,26_to_39
20133018,Driver,Female,26,26_to_39
20131225,Driver,Male,60,40_to_64
20131242,Driver,Male,40,40_to_64
20134003,Passenger,Male,56,40_to_64
20134003,Passenger,Female,45,40_to_64
20134003,Driver,Male,46,40_to_64
20131093,Driver,Male,54,40_to_64
20131183,Motorcycle rider,Male,50,40_to_64
20133085,Driver,Male,50,40_to_64
20132038,Driver,Female,52,40_to_64
20131275,Motorcycle rider,Male,54,40_to_64
20133183,Driver,Male,53,40_to_64
20131254,Pedestrian,Male,52,40_to_64
20135079,Driver,Male,56,40_to_64
20131125,Driver,Female,62,40_to_64
20132083,Driver,Female,53,40_to_64
20132219,Motorcycle rider,Male,55,40_to_64
20135015,Driver,Female,49,40_to_64
20133178,Driver,Female,42,40_to_64
20136009,Pedal cyclist,Male,57,40_to_64
20132171,Driver,Male,41,40_to_64
20133028,Passenger,Female,74,65_to_74
20131146,Driver,Female,68,65_to_74
20134001,Motorcycle rider,Male,71,65_to_74
20136016,Pedal cyclist,Male,70,65_to_74
20133160,Driver,Male,66,65_to_74
20133222,Driver,Male,74,65_to_74
20134002,Pedestrian,Female,46,40_to_64
20131303,Pedestrian,Male,79,75_or_older
20131116,Pedestrian,Female,80,75_or_older
20132207,Pedestrian,Male,54,40_to_64
20131049,Pedestrian,Male,23,17_to_25
20131056,Pedestrian,Female,77,75_or_older
20131150,Pedestrian,Female,76,75_or_older
20133180,Pedestrian,Female,82,75_or_older
20138005,Pedestrian,Female,80,75_or_older
20135006,Pedestrian,Male,0,0_to_16
20132144,Pedestrian,Female,77,75_or_older
20131062,Pedestrian,Male,21,17_to_25
20137015,Pedestrian,Female,39,26_to_39
20134043,Driver,Male,20,17_to_25
20137020,Passenger,Male,4,0_to_16
20137020,Passenger,Female,1,0_to_16
20131241,Pedestrian,Male,84,75_or_older
20137020,Passenger,Female,22,17_to_25
20135053,Driver,Male,67,65_to_74
20133027,Driver,Male,68,65_to_74
20132084,Passenger,Male,36,26_to_39
20133161,Driver,Male,42,40_to_64
20131219,Driver,Female,50,40_to_64
20131022,Driver,Female,93,75_or_older
20131134,Passenger,Female,6,0_to_16
20134035,Driver,Male,41,40_to_64
20134033,Driver,Male,83,75_or_older
20133245,Driver,Male,21,17_to_25
20133245,Passenger,Male,21,17_to_25
20135052,Driver,Male,20,17_to_25
20131121,Driver,Female,28,26_to_39
20131103,Driver,Male,36,26_to_39
20135011,Motorcycle rider,Male,40,40_to_64
20132091,Passenger,Female,49,40_to_64
20132091,Driver,Male,45,40_to_64
20132214,Driver,Male,40,40_to_64
20133186,Passenger,Male,59,40_to_64
20132221,Driver,Male,73,65_to_74
20132010,Driver,Male,70,65_to_74
20131071,Driver,Male,47,40_to_64
20131290,Driver,Male,18,17_to_25
20132069,Motorcycle rider,Male,22,17_to_25
20132063,Driver,Female,22,17_to_25
20132195,Driver,Male,29,26_to_39
20135147,Driver,Male,36,26_to_39
20135135,Driver,Male,27,26_to_39
20134014,Driver,Male,61,40_to_64
20133039,Driver,Male,46,40_to_64
20133062,Driver,Male,52,40_to_64
20131032,Driver,Male,41,40_to_64
20133158,Driver,Male,42,40_to_64
20134072,Driver,Male,76,75_or_older
20135096,Driver,Male,92,75_or_older
20131145,Passenger,Female,17,17_to_25
20131246,Pedal cyclist,Male,59,40_to_64
20131267,Motorcycle rider,Male,32,26_to_39
20134021,Pedal cyclist,Male,35,26_to_39
20131090,Driver,Male,18,17_to_25
20137029,Motorcycle rider,Male,39,26_to_39
20136021,Driver,Male,36,26_to_39
20134046,Driver,Male,66,65_to_74
20134067,Other/-9,Male,82,75_or_older
20132113,Driver,Male,84,75_or_older
20132076,Driver,Female,86,75_or_older
20132124,Driver,Male,80,75_or_older
20131283,Passenger,Female,79,75_or_older
20134066,Passenger,Female,88,75_or_older
20133138,Driver,Female,75,75_or_older
20133134,Driver,Female,81,75_or_older
20131040,Driver,Female,79,75_or_older
20131228,Driver,Male,92,75_or_older
20131228,Passenger,Female,88,75_or_older
20132121,Motorcycle rider,Male,25,17_to_25
20133237,Driver,Male,82,75_or_older
20131047,Driver,Male,30,26_to_39
20133216,Passenger,Female,6,0_to_16
20133216,Passenger,Female,9,0_to_16
20135059,Passenger,Male,3,0_to_16
20135059,Passenger,Male,6,0_to_16
20133130,Driver,Female,24,17_to_25
20131106,Driver,Female,19,17_to_25
20132217,Passenger,Male,17,17_to_25
20132134,Driver,Female,20,17_to_25
20136034,Motorcycle rider,Male,18,17_to_25
20131249,Passenger,Female,22,17_to_25
20135143,Driver,Male,23,17_to_25
20131112,Motorcycle rider,Male,36,26_to_39
20137026,Motorcycle rider,Male,28,26_to_39
20132111,Driver,Male,31,26_to_39
20133074,Driver,Male,28,26_to_39
20132159,Driver,Male,58,40_to_64
20131215,Motorcycle rider,Male,57,40_to_64
20134058,Driver,Male,51,40_to_64
20135028,Driver,Male,57,40_to_64
20134028,Driver,Male,44,40_to_64
20132012,Passenger,Male,43,40_to_64
20132180,Driver,Male,47,40_to_64
20131209,Driver,Female,54,40_to_64
20133213,Motorcycle rider,Male,50,40_to_64
20131157,Motorcycle rider,Male,54,40_to_64
20131045,Driver,Male,42,40_to_64
20133055,Driver,Male,66,65_to_74
20135059,Driver,Female,28,26_to_39
20135072,Motorcycle rider,Male,64,40_to_64
20133109,Pedestrian,Male,24,17_to_25
20135095,Pedestrian,Male,32,26_to_39
20132119,Pedestrian,Male,52,40_to_64
20131305,Pedestrian,Male,86,75_or_older
20134047,Pedestrian,Female,84,75_or_older
20132032,Pedestrian,Female,90,75_or_older
20134032,Pedestrian,Male,79,75_or_older
20131230,Pedestrian,Male,84,75_or_older
20132102,Pedestrian,Male,30,26_to_39
20131132,Pedestrian,Male,66,65_to_74
20137024,Pedestrian,Male,47,40_to_64
20131171,Passenger,Male,17,17_to_25
20131264,Pedestrian,Male,58,40_to_64
20132203,Motorcycle rider,Male,20,17_to_25
20133173,Motorcycle pillion passenger,Female,19,17_to_25
20133206,Driver,Male,53,40_to_64
20135126,Passenger,Male,19,17_to_25
20132074,Driver,Male,72,65_to_74
20132077,Driver,Male,76,75_or_older
20133129,Passenger,Male,41,40_to_64
20133129,Passenger,Male,46,40_to_64
20133075,Driver,Female,17,17_to_25
20131199,Passenger,Male,21,17_to_25
20131308,Motorcycle rider,Male,20,17_to_25
20131087,Driver,Male,21,17_to_25
20136023,Passenger,Male,75,75_or_older
20131067,Passenger,Male,28,26_to_39
20131110,Passenger,Female,39,26_to_39
20136013,Driver,Male,45,40_to_64
20132122,Driver,Male,16,0_to_16
20134064,Driver,Male,55,40_to_64
20132208,Pedestrian,Male,20,17_to_25
20131258,Passenger,Male,33,26_to_39
20132039,Driver,Male,29,26_to_39
20134074,Driver,Female,47,40_to_64
20131205,Driver,Male,73,65_to_74
20132005,Passenger,Male,80,75_or_older
20131301,Driver,Female,75,75_or_older
20133044,Motorcycle rider,Male,86,75_or_older
20133115,Passenger,Female,68,65_to_74
20134057,Driver,Male,86,75_or_older
20132130,Passenger,Female,0,0_to_16
20135100,Passenger,Male,17,17_to_25
20131008,Driver,Male,23,17_to_25
20132163,Driver,Male,23,17_to_25
20132198,Driver,Female,19,17_to_25
20133129,Driver,Male,39,26_to_39
20131281,Pedal cyclist,Female,37,26_to_39
20135094,Passenger,Male,31,26_to_39
20137025,Passenger,Female,57,40_to_64
20133149,Pedal cyclist,Female,58,40_to_64
20133076,Motorcycle rider,Male,43,40_to_64
20132163,Passenger,Female,64,40_to_64
20133172,Driver,Male,43,40_to_64
20132048,Pedal cyclist,Male,59,40_to_64
20135051,Driver,Male,48,40_to_64
20135148,Driver,Male,74,65_to_74
20133098,Passenger,Male,65,65_to_74
20137008,Driver,Male,74,65_to_74
20135088,Driver,Male,78,75_or_older
20131271,Driver,Male,79,75_or_older
20132155,Driver,Male,78,75_or_older
20134085,Driver,Female,83,75_or_older
20134085,Passenger,Female,87,75_or_older
20133231,Passenger,Male,82,75_or_older
20133231,Driver,Male,83,75_or_older
20131046,Driver,Male,81,75_or_older
20131165,Passenger,Female,5,0_to_16
20131165,Passenger,Male,6,0_to_16
20131202,Driver,Male,18,17_to_25
20133080,Driver,Female,17,17_to_25
20131140,Passenger,Female,23,17_to_25
20134023,Driver,Male,21,17_to_25
20131172,Driver,Male,32,26_to_39
20131010,Passenger,Female,26,26_to_39
20131010,Driver,Male,28,26_to_39
20131165,Driver,Male,28,26_to_39
20135036,Driver,Male,32,26_to_39
20133233,Motorcycle rider,Male,60,40_to_64
20134015,Pedal cyclist,Male,49,40_to_64
20134048,Motorcycle rider,Male,61,40_to_64
20134051,Driver,Male,63,40_to_64
20131247,Motorcycle rider,Male,49,40_to_64
20135127,Motorcycle rider,Male,57,40_to_64
20131080,Driver,Male,68,65_to_74
20134006,Passenger,Female,65,65_to_74
20134006,Driver,Male,71,65_to_74
20135036,Driver,Female,65,65_to_74
20131269,Driver,Male,69,65_to_74
20131069,Driver,Male,48,40_to_64
20132133,Pedestrian,Male,25,17_to_25
20134010,Pedestrian,Female,27,26_to_39
20131153,Pedestrian,Male,48,40_to_64
20131210,Pedestrian,Male,20,17_to_25
